[2023-05-23 07:49:55.028] [info] SimpferPPBelowKMax dataset_name yelp-150d, topk 100
[2023-05-23 07:49:55.029] [info] dataset_dir /home/zhengbian/Dataset/ReverseMIPS
[2023-05-23 07:49:55.029] [info] index_dir /home/zhengbian/reverse-k-ranks/index
[2023-05-23 07:49:58.033] [info] n_data_item 159585, n_query_item 1000, n_user 2189457, vec_dim 150
[2023-05-23 07:49:58.033] [info] input parameter: simpfer_k_max 2498, stop_time 3600s
[2023-05-23 08:15:11.407] [info] finish preprocess and save the index
[2023-05-23 08:15:11.468] [info] queryID 0, result_size 0, rtk_topk 1, accu_ip_cost 2136179, accu_query_time 0.06s,
[2023-05-23 08:15:12.703] [info] queryID 3, result_size 3, rtk_topk 128, accu_ip_cost 2151955, accu_query_time 0.27s,
[2023-05-23 08:15:12.740] [info] queryID 3, result_size 6, rtk_topk 256, accu_ip_cost 2164093, accu_query_time 0.31s,
[2023-05-23 08:15:12.777] [info] queryID 3, result_size 19, rtk_topk 512, accu_ip_cost 2175007, accu_query_time 0.35s,
[2023-05-23 08:15:12.827] [info] queryID 3, result_size 128, rtk_topk 1024, accu_ip_cost 2186839, accu_query_time 0.40s,
[2023-05-23 08:15:12.827] [info] queryID 3, result_size 128, rtk_topk 1024, ip_cost 2186839, query_time 0.40s, total_ip_cost 8755210, total_retrieval_time 1.42s
[2023-05-23 08:15:12.857] [info] queryID 4, result_size 0, rtk_topk 1, accu_ip_cost 1818313, accu_query_time 0.03s,
[2023-05-23 08:15:12.890] [info] queryID 4, result_size 0, rtk_topk 2, accu_ip_cost 1944181, accu_query_time 0.06s,
[2023-05-23 08:15:12.923] [info] queryID 4, result_size 0, rtk_topk 4, accu_ip_cost 2021497, accu_query_time 0.10s,
[2023-05-23 08:15:12.958] [info] queryID 4, result_size 0, rtk_topk 8, accu_ip_cost 2072463, accu_query_time 0.13s,
[2023-05-23 08:15:12.993] [info] queryID 4, result_size 0, rtk_topk 16, accu_ip_cost 2104117, accu_query_time 0.17s,
[2023-05-23 08:15:13.029] [info] queryID 4, result_size 0, rtk_topk 32, accu_ip_cost 2128529, accu_query_time 0.20s,
[2023-05-23 08:15:13.065] [info] queryID 4, result_size 1, rtk_topk 64, accu_ip_cost 2144373, accu_query_time 0.24s,
[2023-05-23 08:15:13.101] [info] queryID 4, result_size 7, rtk_topk 128, accu_ip_cost 2157395, accu_query_time 0.27s,
[2023-05-23 08:15:13.138] [info] queryID 4, result_size 25, rtk_topk 256, accu_ip_cost 2168275, accu_query_time 0.31s,
[2023-05-23 08:15:13.175] [info] queryID 4, result_size 91, rtk_topk 512, accu_ip_cost 2180719, accu_query_time 0.35s,
[2023-05-23 08:15:14.564] [info] queryID 4, result_size 435, rtk_topk 1024, accu_ip_cost 2189117, accu_query_time 1.74s,
[2023-05-23 08:15:14.564] [info] queryID 4, result_size 435, rtk_topk 1024, ip_cost 2189117, query_time 1.74s, total_ip_cost 10944327, total_retrieval_time 3.16s
[2023-05-23 08:15:14.597] [info] queryID 5, result_size 0, rtk_topk 1, accu_ip_cost 1934389, accu_query_time 0.03s,
[2023-05-23 08:15:14.630] [info] queryID 5, result_size 0, rtk_topk 2, accu_ip_cost 2022109, accu_query_time 0.07s,
[2023-05-23 08:15:14.665] [info] queryID 5, result_size 0, rtk_topk 4, accu_ip_cost 2074197, accu_query_time 0.10s,
[2023-05-23 08:15:14.700] [info] queryID 5, result_size 0, rtk_topk 8, accu_ip_cost 2107449, accu_query_time 0.14s,
[2023-05-23 08:15:14.736] [info] queryID 5, result_size 0, rtk_topk 16, accu_ip_cost 2130161, accu_query_time 0.17s,
[2023-05-23 08:15:14.772] [info] queryID 5, result_size 0, rtk_topk 32, accu_ip_cost 2146073, accu_query_time 0.21s,
[2023-05-23 08:15:14.808] [info] queryID 5, result_size 3, rtk_topk 64, accu_ip_cost 2158109, accu_query_time 0.24s,
[2023-05-23 08:15:14.844] [info] queryID 5, result_size 13, rtk_topk 128, accu_ip_cost 2169193, accu_query_time 0.28s,
[2023-05-23 08:15:14.881] [info] queryID 5, result_size 47, rtk_topk 256, accu_ip_cost 2181127, accu_query_time 0.32s,
[2023-05-23 08:15:14.917] [info] queryID 5, result_size 134, rtk_topk 512, accu_ip_cost 2189253, accu_query_time 0.35s,
[2023-05-23 08:15:14.917] [info] queryID 5, result_size 134, rtk_topk 512, ip_cost 2189253, query_time 0.35s, total_ip_cost 13133580, total_retrieval_time 3.51s
[2023-05-23 08:15:14.930] [info] queryID 6, result_size 0, rtk_topk 1, accu_ip_cost 816680, accu_query_time 0.01s,
[2023-05-23 08:15:14.947] [info] queryID 6, result_size 0, rtk_topk 2, accu_ip_cost 1099349, accu_query_time 0.03s,
[2023-05-23 08:15:14.971] [info] queryID 6, result_size 0, rtk_topk 4, accu_ip_cost 1355641, accu_query_time 0.05s,
[2023-05-23 08:15:14.996] [info] queryID 6, result_size 0, rtk_topk 8, accu_ip_cost 1570861, accu_query_time 0.08s,
[2023-05-23 08:15:15.025] [info] queryID 6, result_size 0, rtk_topk 16, accu_ip_cost 1743037, accu_query_time 0.11s,
[2023-05-23 08:15:15.056] [info] queryID 6, result_size 0, rtk_topk 32, accu_ip_cost 1871115, accu_query_time 0.14s,
[2023-05-23 08:15:15.088] [info] queryID 6, result_size 0, rtk_topk 64, accu_ip_cost 1966689, accu_query_time 0.17s,
[2023-05-23 08:15:15.122] [info] queryID 6, result_size 1, rtk_topk 128, accu_ip_cost 2032853, accu_query_time 0.20s,
[2023-05-23 08:15:15.156] [info] queryID 6, result_size 1, rtk_topk 256, accu_ip_cost 2078549, accu_query_time 0.24s,
[2023-05-23 08:15:15.191] [info] queryID 6, result_size 2, rtk_topk 512, accu_ip_cost 2110645, accu_query_time 0.27s,
[2023-05-23 08:15:15.227] [info] queryID 6, result_size 4, rtk_topk 1024, accu_ip_cost 2133051, accu_query_time 0.31s,
[2023-05-23 08:15:15.289] [info] queryID 6, result_size 36, rtk_topk 2048, accu_ip_cost 2150901, accu_query_time 0.37s,
[2023-05-23 08:15:15.289] [info] queryID 6, result_size 0, rtk_topk 4096, accu_ip_cost 0, accu_query_time 0.37s,
[2023-05-23 08:15:15.289] [info] queryID 6, result_size 0, rtk_topk 8192, accu_ip_cost 0, accu_query_time 0.37s,
[2023-05-23 08:15:15.289] [info] queryID 6, result_size 0, rtk_topk 16384, accu_ip_cost 0, accu_query_time 0.37s,
[2023-05-23 08:15:15.289] [info] queryID 6, result_size 0, rtk_topk 32768, accu_ip_cost 0, accu_query_time 0.37s,
[2023-05-23 08:15:15.289] [info] queryID 6, result_size 0, rtk_topk 65536, accu_ip_cost 0, accu_query_time 0.37s,
[2023-05-23 08:15:15.289] [info] queryID 6, result_size 0, rtk_topk 131072, accu_ip_cost 0, accu_query_time 0.37s,
[2023-05-23 08:15:15.289] [info] queryID 6, result_size 0, rtk_topk 159585, accu_ip_cost 0, accu_query_time 0.37s,
[2023-05-23 08:15:15.289] [info] queryID 6, result_size 0, rtk_topk 159585, ip_cost 0, query_time 0.37s, total_ip_cost 13133580, total_retrieval_time 3.88s
[2023-05-23 08:15:15.324] [info] queryID 7, result_size 1, rtk_topk 1, accu_ip_cost 2097317, accu_query_time 0.03s,
[2023-05-23 08:15:15.360] [info] queryID 7, result_size 1, rtk_topk 2, accu_ip_cost 2127679, accu_query_time 0.07s,
[2023-05-23 08:15:15.395] [info] queryID 7, result_size 2, rtk_topk 4, accu_ip_cost 2147195, accu_query_time 0.11s,
[2023-05-23 08:15:15.432] [info] queryID 7, result_size 2, rtk_topk 8, accu_ip_cost 2158755, accu_query_time 0.14s,
[2023-05-23 08:15:15.468] [info] queryID 7, result_size 4, rtk_topk 16, accu_ip_cost 2169227, accu_query_time 0.18s,
[2023-05-23 08:15:15.504] [info] queryID 7, result_size 6, rtk_topk 32, accu_ip_cost 2179529, accu_query_time 0.22s,
[2023-05-23 08:15:15.541] [info] queryID 7, result_size 19, rtk_topk 64, accu_ip_cost 2189083, accu_query_time 0.25s,
[2023-05-23 08:15:15.578] [info] queryID 7, result_size 53, rtk_topk 128, accu_ip_cost 2189457, accu_query_time 0.29s,
[2023-05-23 08:15:15.615] [info] queryID 7, result_size 184, rtk_topk 256, accu_ip_cost 2189457, accu_query_time 0.33s,
[2023-05-23 08:15:15.615] [info] queryID 7, result_size 184, rtk_topk 256, ip_cost 2189457, query_time 0.33s, total_ip_cost 15323037, total_retrieval_time 4.21s
[2023-05-23 08:15:15.640] [info] queryID 8, result_size 0, rtk_topk 1, accu_ip_cost 1554575, accu_query_time 0.03s,
[2023-05-23 08:15:15.669] [info] queryID 8, result_size 0, rtk_topk 2, accu_ip_cost 1755243, accu_query_time 0.05s,
[2023-05-23 08:15:15.700] [info] queryID 8, result_size 0, rtk_topk 4, accu_ip_cost 1887299, accu_query_time 0.08s,
[2023-05-23 08:15:15.733] [info] queryID 8, result_size 0, rtk_topk 8, accu_ip_cost 1979031, accu_query_time 0.12s,
[2023-05-23 08:15:15.766] [info] queryID 8, result_size 0, rtk_topk 16, accu_ip_cost 2041693, accu_query_time 0.15s,
[2023-05-23 08:15:15.801] [info] queryID 8, result_size 0, rtk_topk 32, accu_ip_cost 2083139, accu_query_time 0.19s,
[2023-05-23 08:15:15.836] [info] queryID 8, result_size 0, rtk_topk 64, accu_ip_cost 2112209, accu_query_time 0.22s,
[2023-05-23 08:15:15.871] [info] queryID 8, result_size 0, rtk_topk 128, accu_ip_cost 2134411, accu_query_time 0.26s,
[2023-05-23 08:15:15.907] [info] queryID 8, result_size 2, rtk_topk 256, accu_ip_cost 2148623, accu_query_time 0.29s,
[2023-05-23 08:15:15.943] [info] queryID 8, result_size 3, rtk_topk 512, accu_ip_cost 2161917, accu_query_time 0.33s,
[2023-05-23 08:15:15.980] [info] queryID 8, result_size 23, rtk_topk 1024, accu_ip_cost 2174905, accu_query_time 0.36s,
[2023-05-23 08:15:16.016] [info] queryID 8, result_size 216, rtk_topk 2048, accu_ip_cost 2186193, accu_query_time 0.40s,
[2023-05-23 08:15:16.016] [info] queryID 8, result_size 216, rtk_topk 2048, ip_cost 2186193, query_time 0.40s, total_ip_cost 17509230, total_retrieval_time 4.61s
[2023-05-23 08:15:16.021] [info] queryID 9, result_size 0, rtk_topk 1, accu_ip_cost 293862, accu_query_time 0.00s,
[2023-05-23 08:15:16.028] [info] queryID 9, result_size 0, rtk_topk 2, accu_ip_cost 490620, accu_query_time 0.01s,
[2023-05-23 08:15:16.039] [info] queryID 9, result_size 0, rtk_topk 4, accu_ip_cost 715319, accu_query_time 0.02s,
[2023-05-23 08:15:16.054] [info] queryID 9, result_size 0, rtk_topk 8, accu_ip_cost 958317, accu_query_time 0.04s,
[2023-05-23 08:15:16.073] [info] queryID 9, result_size 0, rtk_topk 16, accu_ip_cost 1206211, accu_query_time 0.06s,
[2023-05-23 08:15:16.096] [info] queryID 9, result_size 0, rtk_topk 32, accu_ip_cost 1441457, accu_query_time 0.08s,
[2023-05-23 08:15:16.122] [info] queryID 9, result_size 0, rtk_topk 64, accu_ip_cost 1646409, accu_query_time 0.11s,
[2023-05-23 08:15:16.152] [info] queryID 9, result_size 0, rtk_topk 128, accu_ip_cost 1802809, accu_query_time 0.14s,
[2023-05-23 08:15:16.184] [info] queryID 9, result_size 0, rtk_topk 256, accu_ip_cost 1922625, accu_query_time 0.17s,
[2023-05-23 08:15:16.217] [info] queryID 9, result_size 1, rtk_topk 512, accu_ip_cost 2006571, accu_query_time 0.20s,
[2023-05-23 08:15:16.251] [info] queryID 9, result_size 12, rtk_topk 1024, accu_ip_cost 2064405, accu_query_time 0.24s,
[2023-05-23 08:15:16.286] [info] queryID 9, result_size 35, rtk_topk 2048, accu_ip_cost 2103811, accu_query_time 0.27s,
[2023-05-23 08:15:16.286] [info] queryID 9, result_size 0, rtk_topk 4096, accu_ip_cost 0, accu_query_time 0.27s,
[2023-05-23 08:15:16.286] [info] queryID 9, result_size 0, rtk_topk 8192, accu_ip_cost 0, accu_query_time 0.27s,
[2023-05-23 08:15:16.286] [info] queryID 9, result_size 0, rtk_topk 16384, accu_ip_cost 0, accu_query_time 0.27s,
[2023-05-23 08:15:16.286] [info] queryID 9, result_size 0, rtk_topk 32768, accu_ip_cost 0, accu_query_time 0.27s,
[2023-05-23 08:15:16.286] [info] queryID 9, result_size 0, rtk_topk 65536, accu_ip_cost 0, accu_query_time 0.27s,
[2023-05-23 08:15:16.286] [info] queryID 9, result_size 0, rtk_topk 131072, accu_ip_cost 0, accu_query_time 0.27s,
[2023-05-23 08:15:16.286] [info] queryID 9, result_size 0, rtk_topk 159585, accu_ip_cost 0, accu_query_time 0.27s,
[2023-05-23 08:15:16.286] [info] queryID 9, result_size 0, rtk_topk 159585, ip_cost 0, query_time 0.27s, total_ip_cost 17509230, total_retrieval_time 4.88s
[2023-05-23 08:15:16.316] [info] queryID 10, result_size 0, rtk_topk 1, accu_ip_cost 1831573, accu_query_time 0.03s,
[2023-05-23 08:15:16.348] [info] queryID 10, result_size 0, rtk_topk 2, accu_ip_cost 1952375, accu_query_time 0.06s,
[2023-05-23 08:15:16.382] [info] queryID 10, result_size 0, rtk_topk 4, accu_ip_cost 2027617, accu_query_time 0.10s,
[2023-05-23 08:15:16.416] [info] queryID 10, result_size 0, rtk_topk 8, accu_ip_cost 2076067, accu_query_time 0.13s,
[2023-05-23 08:15:16.451] [info] queryID 10, result_size 0, rtk_topk 16, accu_ip_cost 2107415, accu_query_time 0.16s,
[2023-05-23 08:15:16.487] [info] queryID 10, result_size 0, rtk_topk 32, accu_ip_cost 2130773, accu_query_time 0.20s,
[2023-05-23 08:15:16.522] [info] queryID 10, result_size 0, rtk_topk 64, accu_ip_cost 2145903, accu_query_time 0.24s,
[2023-05-23 08:15:16.558] [info] queryID 10, result_size 0, rtk_topk 128, accu_ip_cost 2158041, accu_query_time 0.27s,
[2023-05-23 08:15:16.594] [info] queryID 10, result_size 1, rtk_topk 256, accu_ip_cost 2169533, accu_query_time 0.31s,
[2023-05-23 08:15:16.631] [info] queryID 10, result_size 9, rtk_topk 512, accu_ip_cost 2181705, accu_query_time 0.34s,
[2023-05-23 08:15:16.667] [info] queryID 10, result_size 55, rtk_topk 1024, accu_ip_cost 2189287, accu_query_time 0.38s,
[2023-05-23 08:15:16.704] [info] queryID 10, result_size 224, rtk_topk 2048, accu_ip_cost 2189457, accu_query_time 0.42s,
[2023-05-23 08:15:16.704] [info] queryID 10, result_size 224, rtk_topk 2048, ip_cost 2189457, query_time 0.42s, total_ip_cost 19698687, total_retrieval_time 5.30s
[2023-05-23 08:15:16.736] [info] queryID 11, result_size 0, rtk_topk 1, accu_ip_cost 1971381, accu_query_time 0.03s,
[2023-05-23 08:15:16.770] [info] queryID 11, result_size 0, rtk_topk 2, accu_ip_cost 2045195, accu_query_time 0.07s,
[2023-05-23 08:15:16.804] [info] queryID 11, result_size 0, rtk_topk 4, accu_ip_cost 2088885, accu_query_time 0.10s,
[2023-05-23 08:15:16.840] [info] queryID 11, result_size 0, rtk_topk 8, accu_ip_cost 2118091, accu_query_time 0.14s,
[2023-05-23 08:15:16.875] [info] queryID 11, result_size 0, rtk_topk 16, accu_ip_cost 2138117, accu_query_time 0.17s,
[2023-05-23 08:15:16.911] [info] queryID 11, result_size 0, rtk_topk 32, accu_ip_cost 2151241, accu_query_time 0.21s,
[2023-05-23 08:15:16.947] [info] queryID 11, result_size 0, rtk_topk 64, accu_ip_cost 2162427, accu_query_time 0.24s,
[2023-05-23 08:15:16.983] [info] queryID 11, result_size 4, rtk_topk 128, accu_ip_cost 2173001, accu_query_time 0.28s,
[2023-05-23 08:15:17.020] [info] queryID 11, result_size 21, rtk_topk 256, accu_ip_cost 2185547, accu_query_time 0.32s,
[2023-05-23 08:15:17.056] [info] queryID 11, result_size 90, rtk_topk 512, accu_ip_cost 2189457, accu_query_time 0.35s,
[2023-05-23 08:15:18.532] [info] queryID 11, result_size 316, rtk_topk 1024, accu_ip_cost 2189457, accu_query_time 1.83s,
[2023-05-23 08:15:18.532] [info] queryID 11, result_size 316, rtk_topk 1024, ip_cost 2189457, query_time 1.83s, total_ip_cost 21888144, total_retrieval_time 7.12s
[2023-05-23 08:15:18.566] [info] queryID 12, result_size 0, rtk_topk 1, accu_ip_cost 2070763, accu_query_time 0.03s,
[2023-05-23 08:15:18.601] [info] queryID 12, result_size 0, rtk_topk 2, accu_ip_cost 2110611, accu_query_time 0.07s,
[2023-05-23 08:15:18.636] [info] queryID 12, result_size 0, rtk_topk 4, accu_ip_cost 2134921, accu_query_time 0.10s,
[2023-05-23 08:15:18.672] [info] queryID 12, result_size 0, rtk_topk 8, accu_ip_cost 2150357, accu_query_time 0.14s,
[2023-05-23 08:15:18.708] [info] queryID 12, result_size 0, rtk_topk 16, accu_ip_cost 2161033, accu_query_time 0.18s,
[2023-05-23 08:15:18.744] [info] queryID 12, result_size 9, rtk_topk 32, accu_ip_cost 2171641, accu_query_time 0.21s,
[2023-05-23 08:15:18.781] [info] queryID 12, result_size 46, rtk_topk 64, accu_ip_cost 2183643, accu_query_time 0.25s,
[2023-05-23 08:15:18.818] [info] queryID 12, result_size 155, rtk_topk 128, accu_ip_cost 2189457, accu_query_time 0.29s,
[2023-05-23 08:15:18.818] [info] queryID 12, result_size 155, rtk_topk 128, ip_cost 2189457, query_time 0.29s, total_ip_cost 24077601, total_retrieval_time 7.41s
[2023-05-23 08:15:18.840] [info] queryID 13, result_size 0, rtk_topk 1, accu_ip_cost 1379815, accu_query_time 0.02s,
[2023-05-23 08:15:18.866] [info] queryID 13, result_size 0, rtk_topk 2, accu_ip_cost 1615979, accu_query_time 0.05s,
[2023-05-23 08:15:18.897] [info] queryID 13, result_size 0, rtk_topk 4, accu_ip_cost 1782443, accu_query_time 0.08s,
[2023-05-23 08:15:18.928] [info] queryID 13, result_size 0, rtk_topk 8, accu_ip_cost 1903551, accu_query_time 0.11s,
[2023-05-23 08:15:18.961] [info] queryID 13, result_size 0, rtk_topk 16, accu_ip_cost 1987123, accu_query_time 0.14s,
[2023-05-23 08:15:18.994] [info] queryID 13, result_size 0, rtk_topk 32, accu_ip_cost 2046895, accu_query_time 0.18s,
[2023-05-23 08:15:19.029] [info] queryID 13, result_size 0, rtk_topk 64, accu_ip_cost 2087559, accu_query_time 0.21s,
[2023-05-23 08:15:19.064] [info] queryID 13, result_size 0, rtk_topk 128, accu_ip_cost 2115473, accu_query_time 0.25s,
[2023-05-23 08:15:19.100] [info] queryID 13, result_size 0, rtk_topk 256, accu_ip_cost 2136519, accu_query_time 0.28s,
[2023-05-23 08:15:19.136] [info] queryID 13, result_size 0, rtk_topk 512, accu_ip_cost 2151411, accu_query_time 0.32s,
[2023-05-23 08:15:19.172] [info] queryID 13, result_size 11, rtk_topk 1024, accu_ip_cost 2165045, accu_query_time 0.35s,
[2023-05-23 08:15:19.208] [info] queryID 13, result_size 165, rtk_topk 2048, accu_ip_cost 2178475, accu_query_time 0.39s,
[2023-05-23 08:15:19.208] [info] queryID 13, result_size 165, rtk_topk 2048, ip_cost 2178475, query_time 0.39s, total_ip_cost 26256076, total_retrieval_time 7.80s
[2023-05-23 08:15:19.237] [info] queryID 14, result_size 0, rtk_topk 1, accu_ip_cost 1738583, accu_query_time 0.03s,
[2023-05-23 08:15:19.268] [info] queryID 14, result_size 0, rtk_topk 2, accu_ip_cost 1886245, accu_query_time 0.06s,
[2023-05-23 08:15:19.300] [info] queryID 14, result_size 0, rtk_topk 4, accu_ip_cost 1983043, accu_query_time 0.09s,
[2023-05-23 08:15:19.334] [info] queryID 14, result_size 0, rtk_topk 8, accu_ip_cost 2045025, accu_query_time 0.13s,
[2023-05-23 08:15:19.368] [info] queryID 14, result_size 0, rtk_topk 16, accu_ip_cost 2086471, accu_query_time 0.16s,
[2023-05-23 08:15:19.404] [info] queryID 14, result_size 0, rtk_topk 32, accu_ip_cost 2114555, accu_query_time 0.20s,
[2023-05-23 08:15:19.439] [info] queryID 14, result_size 0, rtk_topk 64, accu_ip_cost 2136077, accu_query_time 0.23s,
[2023-05-23 08:15:19.475] [info] queryID 14, result_size 0, rtk_topk 128, accu_ip_cost 2149473, accu_query_time 0.27s,
[2023-05-23 08:15:19.511] [info] queryID 14, result_size 2, rtk_topk 256, accu_ip_cost 2161951, accu_query_time 0.30s,
[2023-05-23 08:15:19.547] [info] queryID 14, result_size 4, rtk_topk 512, accu_ip_cost 2173205, accu_query_time 0.34s,
[2023-05-23 08:15:19.584] [info] queryID 14, result_size 17, rtk_topk 1024, accu_ip_cost 2185751, accu_query_time 0.38s,
[2023-05-23 08:15:19.620] [info] queryID 14, result_size 83, rtk_topk 2048, accu_ip_cost 2189457, accu_query_time 0.41s,
[2023-05-23 08:15:19.620] [info] queryID 14, result_size 0, rtk_topk 4096, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:15:19.620] [info] queryID 14, result_size 0, rtk_topk 8192, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:15:19.620] [info] queryID 14, result_size 0, rtk_topk 16384, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:15:19.620] [info] queryID 14, result_size 0, rtk_topk 32768, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:15:19.620] [info] queryID 14, result_size 0, rtk_topk 65536, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:15:19.620] [info] queryID 14, result_size 0, rtk_topk 131072, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:15:19.620] [info] queryID 14, result_size 0, rtk_topk 159585, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:15:19.620] [info] queryID 14, result_size 0, rtk_topk 159585, ip_cost 0, query_time 0.41s, total_ip_cost 26256076, total_retrieval_time 8.21s
[2023-05-23 08:15:19.635] [info] queryID 15, result_size 0, rtk_topk 1, accu_ip_cost 928268, accu_query_time 0.01s,
[2023-05-23 08:15:19.654] [info] queryID 15, result_size 0, rtk_topk 2, accu_ip_cost 1213487, accu_query_time 0.03s,
[2023-05-23 08:15:19.677] [info] queryID 15, result_size 0, rtk_topk 4, accu_ip_cost 1459103, accu_query_time 0.06s,
